reactants,products,set
CCOC(=O)CCNC(=O)c1ccc(C(NC(=O)Nc2ccc(OC(F)(F)F)cc2)[C@H]2CC[C@@H](C(C)(C)C)CC2)cc1,CC(C)(C)[C@H]1CC[C@@H](C(NC(=O)Nc2ccc(OC(F)(F)F)cc2)c2ccc(C(=O)NCCC(=O)O)cc2)CC1,train
CS(=O)(=O)Cl.O=c1onc(-c2nonc2NCCO)n1-c1ccc(F)c(Br)c1,CS(=O)(=O)OCCNc1nonc1-c1noc(=O)n1-c1ccc(F)c(Br)c1,train
CCCCCCCCCCCCc1csc(-c2cc(CCCCCCCCCCCC)c(Br)s2)c1.C[Sn](C)(C)Cl,CCCCCCCCCCCCc1csc(-c2cc(CCCCCCCCCCCC)c([Sn](C)(C)C)s2)c1,train
O=C(NC1C2CC3CC(C2)CC1C3)N1CCCC2(Cc3ccccc3C2O)C1,O=C(NC1C2CC3CC(C2)CC1C3)N1CCCC2(Cc3ccccc3C2)C1,train
COC(=O)c1nccnc1Br.Cc1cc(N)ccn1,Cc1cc(NC(=O)c2nccnc2Br)ccn1,train
Brc1ccc(-c2ccn[nH]2)cc1.CC(C)(C)OC(=O)OC(=O)OC(C)(C)C,CC(C)(C)OC(=O)n1nccc1-c1ccc(Br)cc1,train
Cc1cc(CC(=O)C(=O)O)cc(Cl)c1OCc1ccccc1,Cc1cc(C[C@@H](O)C(=O)O)cc(Cl)c1OCc1ccccc1,train
Clc1ccc(OC2CCNCC2)cc1.O=C(O)CN1CCCC(c2ccccc2)(c2ccccc2)C1=O,O=C(CN1CCCC(c2ccccc2)(c2ccccc2)C1=O)N1CCC(Oc2ccc(Cl)cc2)CC1,train
CCCI.c1cc2cc[nH]c2cn1,CCCn1ccc2ccncc21,train
CCCCC/C=C/C=O.O=C(O)CCCCC[P+](c1ccccc1)(c1ccccc1)c1ccccc1,CCCCCC=CC=CCCCCC(=O)O,train
C[C@H](O)C[C@H]1[C@@](C)(c2cc([N+](=O)[O-])ccc2F)N=C(N(C(=O)OC(C)(C)C)C(=O)OC(C)(C)C)C(C)(C)S1(=O)=O,C[C@H]1C[C@@H]2[C@](C)(N=C(N(C(=O)OC(C)(C)C)C(=O)OC(C)(C)C)C(C)(C)S2(=O)=O)c2cc([N+](=O)[O-])ccc2O1,train
CS(=O)(=O)Cl.Cc1nc(Br)[nH]c1C(=O)OC(C)C,Cc1nc(Br)n(S(C)(=O)=O)c1C(=O)OC(C)C,train
CC(C)(C)OC(=O)N1CCNCC1.Cc1ncsc1Br,Cc1ncsc1N1CCN(C(=O)OC(C)(C)C)CC1,train
CCCCCCCCCCCCCCCCOCC(COP(=O)([O-])OC=C1CCCC[N+]1(C)C)OCc1ccccc1,CCCCCCCCCCCCCCCCOCC(O)COP(=O)([O-])OC=C1CCCC[N+]1(C)C,train
COC(=O)CBr.O=C(CN1C(=O)COc2c(O)cccc21)NC(c1ccccc1)c1ccccc1,COC(=O)COc1cccc2c1OCC(=O)N2CC(=O)NC(c1ccccc1)c1ccccc1,train
C=O.CCN(CC)CCNc1ccc(-n2ccc(OCc3ccccc3)cc2=O)cc1,CCN(CC)CCN(C)c1ccc(-n2ccc(OCc3ccccc3)cc2=O)cc1,train
Nc1ccc([N+](=O)[O-])cc1Cl.O=C(O)c1ccccc1O,O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1ccccc1O,train
CC(=O)Cl.CC1(C)CCNc2c(CCN3CCN(c4nsc5ccccc45)CC3)cccc21,CC(=O)N1CCC(C)(C)c2cccc(CCN3CCN(c4nsc5ccccc45)CC3)c21,train
COCCN(C)Cc1cc(Cl)c(F)c(CNC(=O)OC(C)(C)C)c1,COCCN(C)Cc1cc(Cl)c(F)c(CN)c1,train
CCCCCCCCCCNO.CCN(CC)C(=O)Cl,CCCCCCCCCCN(O)C(=O)N(CC)CC,train
CCCCCCc1ccc(C=CC(=O)c2ccc(OCC=C(C)C)cc2OCC(=O)OCC)cc1,CCCCCCc1ccc(C=CC(=O)c2ccc(OCC=C(C)C)cc2OCC(=O)O)cc1,train
C#CC(C)(C)C.Fc1cccc(-c2nc3cnn(Cc4cc(-c5ccc(I)cc5)no4)cc-3n2)c1F,CC(C)(C)C#Cc1ccc(-c2cc(Cn3cc4nc(-c5cccc(F)c5F)nc-4cn3)on2)cc1,train
N[C@H]1C[C@@H](n2cnc3c(NCC(c4ccccc4)c4ccccc4)nc(Cl)nc32)[C@H](O)[C@@H]1O.O=C(O)C1CCC1,O=C(N[C@H]1C[C@@H](n2cnc3c(NCC(c4ccccc4)c4ccccc4)nc(Cl)nc32)[C@H](O)[C@@H]1O)C1CCC1,train
CN(CCCC(=O)O)C(=O)c1ccc2c(c1)c1c(n2C)CC[C@@H](C2CCOCC2)C1.NC1COC1,CN(CCCC(=O)NC1COC1)C(=O)c1ccc2c(c1)c1c(n2C)CCC(C2CCOCC2)C1,train
CCOC(=O)c1cc2nc(C)c([C@H](OC(C)(C)C)C(=O)OCC)c(Cl)n2n1.C[C@H](CCCCOC1(C)CCNCC1)OCc1ccccc1,CCOC(=O)c1cc2nc(C)c([C@H](OC(C)(C)C)C(=O)OCC)c(N3CCC(C)(OCCCC[C@@H](C)OCc4ccccc4)CC3)n2n1,train
CS(=O)(=O)Cl.N#Cc1cc(N)cc(Br)c1,CS(=O)(=O)Nc1cc(Br)cc(C#N)c1,train
COC(=O)c1cc(-c2ccc(F)cc2)c2ccc(CBr)c(F)c2n1.O=C1CCC(=O)N1,COC(=O)c1cc(-c2ccc(F)cc2)c2ccc(CN3C(=O)CCC3=O)c(F)c2n1,train
CCCCOC(=O)Cl.CS(=O)(=O)c1ccc(-n2ncc3c(OC4CCNCC4)ncnc32)cc1,CCCCOC(=O)N1CCC(Oc2ncnc3c2cnn3-c2ccc(S(C)(=O)=O)cc2)CC1,train
CCO.O=S(=O)(c1ccc(F)cc1)N1CCC(=NOCc2cccc(C(F)(F)F)c2)CC1,CCOc1ccc(S(=O)(=O)N2CCC(=NOCc3cccc(C(F)(F)F)c3)CC2)cc1,train
CCOP(=O)(CC(=O)O)OCC.Nc1cc2c(Nc3ccc(Oc4ccccc4)cc3)ncnc2cc1O[C@H]1CCOC1,CCOP(=O)(CC(=O)Nc1cc2c(Nc3ccc(Oc4ccccc4)cc3)ncnc2cc1O[C@H]1CCOC1)OCC,train
CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O.OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCCl,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OCCCN1CC(O)C(O)[C@H](O)C1CO,train
CC(C)(C)O[K].O=Cc1cc(Cl)ccc1-c1ccc(Br)c2ccccc12,COC=Cc1cc(Cl)ccc1-c1ccc(Br)c2ccccc12,train
CC(=O)Nc1cn2nc(Cl)ccc2n1.COc1cc(Br)cnc1OC,COc1cc(-c2ccc3nc(NC(C)=O)cn3n2)cnc1OC,train
COc1ccc2c(c1)C(C)(C)NC2=O,CC1(C)NC(=O)c2ccc(O)cc21,train
CCCCCC/C=C/C(=O)O.NCC1CCCCO1,CCCCCC/C=C/C(=O)NCC1CCCCO1,train
CC(=O)Cl.CC(C)(CCN)CC1NC(C(=O)NCC[C@H]2COC(C)(C)O2)C(c2cccc(Cl)c2F)C1(C#N)c1ccc(Cl)cc1F,CC(=O)NCCC(C)(C)CC1NC(C(=O)NCC[C@H]2COC(C)(C)O2)C(c2cccc(Cl)c2F)C1(C#N)c1ccc(Cl)cc1F,train
COc1cccc(C(=O)NCCN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)c1,O=C(NCCN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1cccc(O)c1,train
COC(=O)Cc1cn(C)nc1O.Cc1oc(-c2ccccc2)nc1COc1cc(CCl)on1,COC(=O)Cc1cn(C)nc1OCc1cc(OCc2nc(-c3ccccc3)oc2C)no1,train
COC(=O)/C(I)=C\C1CCCCC1.Cc1nnnn1-c1ccc(I)cc1Cl,COC(=O)/C(=C/C1CCCCC1)c1ccc(-n2nnnc2C)c(Cl)c1,train
ClCc1csc(-c2ccc(Cl)cc2)n1.N#Cc1c(N)nc(S)c(C#N)c1-c1cscn1,N#Cc1c(N)nc(SCc2csc(-c3ccc(Cl)cc3)n2)c(C#N)c1-c1cscn1,train
COc1cc(C(C)=O)ccc1OCCCCl.N#CC(c1ccc(F)cc1)(c1ccc(F)cc1)C1CCNC1,COc1cc(C(C)=O)ccc1OCCCN1CCC(C(C#N)(c2ccc(F)cc2)c2ccc(F)cc2)C1,train
Cc1c(Cl)cccc1S(=O)(=O)Nc1nc(CCOS(C)(=O)=O)cs1.c1c[nH]cn1,Cc1c(Cl)cccc1S(=O)(=O)Nc1nc(CCn2ccnc2)cs1,train
COc1ccc2[nH]c(=O)c3sccc3c2c1Br.C[C@H](NC(=O)OC(C)(C)C)c1ccc(B2OC(C)(C)C(C)(C)O2)cc1,COc1ccc2[nH]c(=O)c3sccc3c2c1-c1ccc([C@H](C)NC(=O)OC(C)(C)C)cc1,train
O=C(O)C(=O)c1cccs1.OC12CCN(CC1)CC2,O=C(OC12CCN(CC1)CC2)C(=O)c1cccs1,train
Fc1cccc(Cl)c1CSc1nc2cnccc2[nH]1.OO,O=S(Cc1c(F)cccc1Cl)c1nc2cnccc2[nH]1,train
C=CCN.Cc1cccc(OC2CN(C(=O)Cl)C2)c1,C=CCNC(=O)N1CC(Oc2cccc(C)c2)C1,train
COC(=O)c1ccc(C(=O)OC)c(-c2cccnc2)c1,COC(=O)c1ccc(C(=O)O)cc1-c1cccnc1,train
NCc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O.O=C(O)c1cccc(OC(F)F)c1,O=C1CCC(N2C(=O)c3cccc(CNC(=O)c4cccc(OC(F)F)c4)c3C2=O)C(=O)N1,train
CCOC(=O)Cn1c2ccccc2c2nnc(SC(CC)C(=O)N3c4ccccc4Sc4ccccc43)nc21,CCC(Sc1nnc2c3ccccc3n(CC(=O)O)c2n1)C(=O)N1c2ccccc2Sc2ccccc21,train
NCCc1c[nH]c2ccc(Cl)cc12.O=C(Cl)c1cccc(I)c1,O=C(NCCc1c[nH]c2ccc(Cl)cc12)c1cccc(I)c1,train
CC1(C)OB(c2ccc3[nH]c(=O)[nH]c3c2)OC1(C)C.OC[C@H](Nc1cncc(Br)c1)c1ccccc1,O=c1[nH]c2ccc(-c3cncc(N[C@@H](CO)c4ccccc4)c3)cc2[nH]1,train
Brc1ccc(CNC23CC4CC(CC(C4)C2)C3)cc1.CSc1ccccc1B(O)O,CSc1ccccc1-c1ccc(CNC23CC4CC(CC(C4)C2)C3)cc1,train
Cc1c(C)c(S(=O)(=O)NC(=N)NCCC[C@H](N)C(=O)OC(C)(C)C)c(C)c2c1OC(C)(C)CC2.O=C(O)c1cccn(CC(=O)N(c2ccccc2)c2ccccc2)c1=O,Cc1c(C)c(S(=O)(=O)NC(=N)NCCC[C@H](NC(=O)c2cccn(CC(=O)N(c3ccccc3)c3ccccc3)c2=O)C(=O)OC(C)(C)C)c(C)c2c1OC(C)(C)CC2,train
C#CCBr.Cc1nc2cnc3ccccc3c2n1CCCCO,C#CCOCCCCn1c(C)nc2cnc3ccccc3c21,train
CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C.CN1CCCC1CCN1Cc2cc(Br)ccc2C1=O,CN1CCCC1CCN1Cc2cc(B3OC(C)(C)C(C)(C)O3)ccc2C1=O,train
C=CCCCCC[C@@H](NC(=O)OC(C)(C)C)C(=O)OCC,C=CCCCCC[C@@H](NC(=O)OC(C)(C)C)C(=O)O,train
CCCCCCCN.O=C(O)c1ccc2c(c1)nc(COc1ccccc1)n2Cc1ccc(OC(F)(F)F)cc1,CCCCCCCNC(=O)c1ccc2c(c1)nc(COc1ccccc1)n2Cc1ccc(OC(F)(F)F)cc1,train
CCCCCCI.CN1C(=O)CC[C@]2(C)[C@H]3CC[C@]4(C)[C@@H](O)CC[C@H]4[C@@H]3CC[C@@H]12,CCCCCCO[C@H]1CC[C@H]2[C@@H]3CC[C@H]4N(C)C(=O)CC[C@]4(C)[C@H]3CC[C@]12C,train
Cc1[nH]c(=O)c(C#N)cc1-c1ccc(OCCCN2C(=O)c3ccccc3C2=O)cc1,Cc1[nH]c(=O)c(C#N)cc1-c1ccc(OCCCN)cc1,train
CC(C)(C)OC(=O)N[C@H]1CCNC1.N#Cc1cc2c3c(cccc3c1Cl)C(=O)N(OCc1ccccc1)C2=O,CC(C)(C)OC(=O)N[C@H]1CCN(c2c(C#N)cc3c4c(cccc24)C(=O)N(OCc2ccccc2)C3=O)C1,train
Cc1nc2c(nc1Br)c(C(=O)NC(C)(C)C)cn2COCC[Si](C)(C)C.Cn1cc(N)cn1,Cc1nc2c(nc1Nc1cnn(C)c1)c(C(=O)NC(C)(C)C)cn2COCC[Si](C)(C)C,train
FC(F)(F)c1cc2c(NCc3ccc(Cl)c(Cl)c3)nc(Cl)nc2s1.c1nc[nH]n1,FC(F)(F)c1cc2c(NCc3ccc(Cl)c(Cl)c3)nc(-n3cncn3)nc2s1,train
Cc1cc(C)cc(C(=O)C(Br)c2ccnc(OCc3ccccc3)c2)c1.NC(N)=S,Cc1cc(C)cc(-c2nc(N)sc2-c2ccnc(OCc3ccccc3)c2)c1,train
CCNC(=O)c1cc([N+](=O)[O-])ccc1F,CCNC(=O)c1cc(N)ccc1F,train
CCC(=O)O.CNc1cc(-n2ccc(OCc3ccc(F)cc3)cc2=O)ccc1N,CCc1nc2ccc(-n3ccc(OCc4ccc(F)cc4)cc3=O)cc2n1C,train
CN(C(=O)CC(=O)O)c1ccccc1.Cn1ccnc1-c1cc2nccc(Oc3ccc(N)cc3F)c2s1,CN(C(=O)CC(=O)Nc1ccc(Oc2ccnc3cc(-c4nccn4C)sc23)c(F)c1)c1ccccc1,train
CCCN1CCN(c2ccc([N+](=O)[O-])c(OC)c2)CC1,CCCN1CCN(c2ccc(N)c(OC)c2)CC1,train
Nc1nc(Cl)c2cn[nH]c2n1,Nc1ncc2cn[nH]c2n1,train
Cc1ccc(S(=O)(=O)NC(=N)NCCCCCCOC(=O)CCC(NC(=O)OC(C)(C)C)C(=O)OCc2ccccc2)cc1,Cc1ccc(S(=O)(=O)NC(=N)NCCCCCCOC(=O)CCC(NC(=O)OC(C)(C)C)C(=O)O)cc1,train
Brc1cccc2[nH]ccc12.O=S(=O)(Cl)c1cccc(C(F)(F)F)c1,O=S(=O)(c1cccc(C(F)(F)F)c1)n1ccc2c(Br)cccc21,train
COc1cc(C=O)ccc1OCC#CI.[N-]=[N+]=NCc1cccc(C(F)(F)F)c1,COc1cc(C=O)ccc1OCc1nnn(Cc2cccc(C(F)(F)F)c2)c1I,train
CC(=O)NC(CO)(CO)CCc1ccc(-c2nc3ccc(C4(c5ccccc5)CC4)nc3s2)c(F)c1,NC(CO)(CO)CCc1ccc(-c2nc3ccc(C4(c5ccccc5)CC4)nc3s2)c(F)c1,train
CCOc1cc(F)c(Cn2nc(-c3ncc(OCCSC)c(Nc4ccncc4)n3)c3ccccc32)c(F)c1.O=S([O-])([O-])=S,CCOc1cc(F)c(Cn2nc(-c3ncc(OCCS(C)=O)c(Nc4ccncc4)n3)c3ccccc32)c(F)c1,train
CCCc1c(C(C)=O)c2ccc(C(=O)OC)cc2n1Cc1ccccc1Cl,CCCc1c(C(C)=O)c2ccc(C(=O)O)cc2n1Cc1ccccc1Cl,train
CCCCCCCCCCOc1cccc(C(=O)O)c1.COC(=O)CNCC(=O)OC,CCCCCCCCCCOc1cccc(C(=O)N(CC(=O)OC)CC(=O)OC)c1,train
Cc1ccc2oc(-c3cc(N)ccc3Cl)nc2c1.O=C(Cl)c1cccnc1Cl,Cc1ccc2oc(-c3cc(NC(=O)c4cccnc4Cl)ccc3Cl)nc2c1,train
CCC(O)(C#Cc1ccc(C(CC)(CC)c2ccc(OC[C@@H](O)CCC(=O)O)c(C)c2)cc1C)CC,CCC(O)(CC)CCc1ccc(C(CC)(CC)c2ccc(OC[C@@H](O)CCC(=O)O)c(C)c2)cc1C,train
COC(=O)c1ccc(C(=O)c2ccc(OC)c(OC)c2)cc1,COc1ccc(C(=O)c2ccc(C(=O)O)cc2)cc1OC,train
O=C(Cl)Cn1c(=O)sc2ccc(Cl)cc21.Sc1ccccc1,O=C(Cn1c(=O)sc2ccc(Cl)cc21)Sc1ccccc1,train
CCOC(=O)CBr.O=Cc1c[nH]c2ccccc12,CCOC(=O)Cn1cc(C=O)c2ccccc21,train
C1CCNC1.Nc1nccc(Cl)n1,Nc1nccc(N2CCCC2)n1,train
CC(C)(C)OC(=O)OC(=O)OC(C)(C)C.CC(OCc1ccccc1)C(=O)CCCCC[C@H](N)C(=O)O,CC(OCc1ccccc1)C(=O)CCCCC[C@H](NC(=O)OC(C)(C)C)C(=O)O,train
COc1cc2c(cc1OC)CC(=O)NC=C2.ClCCBr,COc1cc2c(cc1OC)CC(=O)N(CCCl)C=C2,train
CCOC(=O)[C@H]1CC[C@@H](O)CC1.Oc1cccc(F)c1,CCOC(=O)[C@H]1CC[C@H](Oc2cccc(F)c2)CC1,train
CCOC(=O)CCCOc1cccc(CCCCCCOc2cc(Br)cc(C(=O)N3CCC(F)(F)C3)c2)c1CCC(=O)OCC.OB(O)c1ccccc1,CCOC(=O)CCCOc1cccc(CCCCCCOc2cc(C(=O)N3CCC(F)(F)C3)cc(-c3ccccc3)c2)c1CCC(=O)OCC,train
CCOCN(c1cc(C)on1)S(=O)(=O)c1cc(C)sc1Br.O=Cc1ccc(B(O)O)cc1,CCOCN(c1cc(C)on1)S(=O)(=O)c1cc(C)sc1-c1ccc(C=O)cc1,train
O=C(O)C1CCCN(S(=O)(=O)c2ccc3ccccc3c2)C1.c1cc(N2CCNCC2)ccn1,O=C(C1CCCN(S(=O)(=O)c2ccc3ccccc3c2)C1)N1CCN(c2ccncc2)CC1,train
CN1C2CCC1(C(N)c1ccccc1)CC2.Cc1cccc(C)c1C(=O)O,Cc1cccc(C)c1C(=O)NC(c1ccccc1)C12CCC(CC1)N2C,train
O=[N+]([O-])c1ccc(OC(F)F)nc1,Nc1ccc(OC(F)F)nc1,train
NC(=O)c1ccc(N2CCC[C@@H](NC(=O)c3ccccc3)C2)nc1Nc1ccc(N2CCN(C(=O)OCc3ccccc3)CC2)cc1,NC(=O)c1ccc(N2CCC[C@@H](NC(=O)c3ccccc3)C2)nc1Nc1ccc(N2CCNCC2)cc1,train
COc1ccc(S(=O)(=O)Nc2ccc(C(F)(F)F)cc2)c2c1C[C@@H](NC(=O)C(F)(F)F)CO2,COc1ccc(S(=O)(=O)Nc2ccc(C(F)(F)F)cc2)c2c1C[C@@H](N)CO2,train
CCCCCCCCC1(C(=O)O)SCCCS1.COc1ccc2ncccc2c1N,CCCCCCCCC1(C(=O)Nc2c(OC)ccc3ncccc23)SCCCS1,train
CC(C)(C)OC(=O)NCCCC[C@H](NC(=O)OCc1ccccc1)C(=O)CBr.COc1ccc(C(N)=S)cc1,COc1ccc(-c2nc([C@H](CCCCNC(=O)OC(C)(C)C)NC(=O)OCc3ccccc3)cs2)cc1,train
CCOC(=O)/C(C#N)=C\c1ccc(-c2ncn(-c3ccc(OC(F)(F)F)cc3)n2)cc1,N#C/C(=C/c1ccc(-c2ncn(-c3ccc(OC(F)(F)F)cc3)n2)cc1)C(=O)O,train
CC(Oc1ccc(Oc2ccc(C(F)(F)F)cc2)cc1)C(=O)Cl.COCCN,COCCNC(=O)C(C)Oc1ccc(Oc2ccc(C(F)(F)F)cc2)cc1,train
O=C(NCCCCl)c1ccc(OCc2ccccc2)cc1.OC1(Cc2ccccc2)CCNCC1,O=C(NCCCN1CCC(O)(Cc2ccccc2)CC1)c1ccc(OCc2ccccc2)cc1,train
COC(=O)CC1CCN(CCN(c2ccccc2)c2ccccc2)CC1,O=C(O)CC1CCN(CCN(c2ccccc2)c2ccccc2)CC1,train
COc1ccc2c(c1)OC(CN)CO2.O=c1ccoc2cc(OCCCBr)ccc12,COc1ccc2c(c1)OC(CNCCCOc1ccc3c(=O)ccoc3c1)CO2,train
Cn1ccc2ncnc(Cl)c21.Nc1ccc(Oc2ccc3c(c2)CNC3=O)c(Cl)c1,Cn1ccc2ncnc(Nc3ccc(Oc4ccc5c(c4)CNC5=O)c(Cl)c3)c21,train
CCOC(C(=O)NCc1ccc(C#N)cc1[N+](=O)[O-])N1Cc2c(C)cccc2C1=O,CCOC(C(=O)NCc1ccc(C#N)cc1N)N1Cc2c(C)cccc2C1=O,train
CNC.COC(=O)c1ccc(F)cc1Br,COC(=O)c1ccc(N(C)C)cc1Br,train
CC(C)(C)OC(=O)NCCNc1c(N)c(Cl)nc2ccccc12.CCOCC(=O)Cl,CCOCC(=O)Nc1c(Cl)nc2ccccc2c1NCCNC(=O)OC(C)(C)C,train
CCOC(C)O[C@@H]1OC=C(C(=O)OC)[C@H]2CC=C(CO)[C@@H]12.CI,CCOC(C)O[C@@H]1OC=C(C(=O)OC)[C@H]2CC=C(COC)[C@@H]12,train
CCOC(=O)c1cccc(C2(C(N)=O)C(=O)N(CC(=O)N(c3ccccc3)C(C)C)c3ccccc3N(c3ccccc3)C2=O)c1,CC(C)N(C(=O)CN1C(=O)C(C(N)=O)(c2cccc(C(=O)O)c2)C(=O)N(c2ccccc2)c2ccccc21)c1ccccc1,train
Cc1cnc(CN(CCCCN)Cc2nccc3ccccc23)c(C)c1.O=C(Cl)c1cccc2[nH]cnc12,Cc1cnc(CN(CCCCNC(=O)c2cccc3[nH]cnc23)Cc2nccc3ccccc23)c(C)c1,train
COC(=O)C1(CCO[Si](C)(C)C(C)(C)C)CCN(C(=O)OC(C)(C)C)CC1,CC(C)(C)OC(=O)N1CCC(CO)(CCO[Si](C)(C)C(C)(C)C)CC1,train
C=CC[C@@H](N=C=O)c1ccc(C)cc1.CCC1(CC)C(=O)NC1Oc1ccc(C(=O)CCC#N)cc1,C=CC[C@@H](NC(=O)N1C(=O)C(CC)(CC)[C@@H]1Oc1ccc(C(=O)CCC#N)cc1)c1ccc(C)cc1,train
CCc1cc2c(Cl)nc(-c3ccccn3)nc2s1.NCCc1ccc2c(c1)OCO2,CCc1cc2c(NCCc3ccc4c(c3)OCO4)nc(-c3ccccn3)nc2s1,train
C[C@@]12CC[C@H]3C[C@H]4C[C@H](O)CC[C@@H]4C[C@@H]3[C@H]1CC(=O)[C@H]2O,CC(=O)O,train
CON(C)C(=O)c1cc(Br)cnc1N.[Mg+]c1ccccc1,Nc1ncc(Br)cc1C(=O)c1ccccc1,train
COC(=O)c1cccc(CBr)c1.Clc1cc2c(NC3CCNCC3)ncnc2s1,COC(=O)c1cccc(CN2CCC(Nc3ncnc4sc(Cl)cc34)CC2)c1,train
COC(=O)c1cccc(Oc2nn(Cc3ccccc3)c3ccccc23)n1,OCc1cccc(Oc2nn(Cc3ccccc3)c3ccccc23)n1,train
COc1cc(Cl)ccc1-c1nsc(CBr)n1.NC(=O)c1c(F)ccc(O)c1F,COc1cc(Cl)ccc1-c1nsc(COc2ccc(F)c(C(N)=O)c2F)n1,train
Nc1nc2cc(-c3cccnc3)cc(Cl)n2n1.OB(O)c1cccnc1,Nc1nc2cc(-c3cccnc3)cc(-c3cccnc3)n2n1,train
CS(=O)(=O)OC[C@H]1CN(c2ccc(I)cc2)C(=O)O1.[N-]=[N+]=[N-],[N-]=[N+]=NC[C@H]1CN(c2ccc(I)cc2)C(=O)O1,train
CCC(CC)(c1ccc(C#CCCCC(=O)OC)c(C)c1)c1ccc(C#CC(O)(C(F)(F)F)C(F)(F)F)c(C)c1,CCC(CC)(c1ccc(C#CCCCC(=O)O)c(C)c1)c1ccc(C#CC(O)(C(F)(F)F)C(F)(F)F)c(C)c1,train
CC[C@@H](C(N)=O)N1CC(CO)CC1=O.Oc1ccccc1,CC[C@@H](C(N)=O)N1CC(COc2ccccc2)CC1=O,train
CCOC(=O)c1nc(Cl)sc1-c1ccccc1,O=C(O)c1nc(Cl)sc1-c1ccccc1,train
CC(=O)OCc1c(Br)cc(F)cc1N1CCn2c(cc3c2C2CCC3C2)C1=O.Cn1cc(B2OC(C)(C)C(C)(C)O2)cc(Nc2ccncn2)c1=O,CC(=O)OCc1c(-c2cc(Nc3ccncn3)c(=O)n(C)c2)cc(F)cc1N1CCn2c(cc3c2C2CCC3C2)C1=O,train
CC(C)(C)OC(=O)N1CCCC(O)C1.Cc1nc(-c2ccc(Cl)cc2)sc1CCl,Cc1nc(-c2ccc(Cl)cc2)sc1COC1CCCN(C(=O)OC(C)(C)C)C1,train
COC(=O)c1cc(Cn2c(C)c(C#N)c(-c3ccc(C#N)cc3)c2C)ccc1Cl,Cc1c(C#N)c(-c2ccc(C#N)cc2)c(C)n1Cc1ccc(Cl)c(CO)c1,train
Cc1cc(C(=O)Cl)no1.Nc1ccc(Cl)c(C(=O)O)c1,Cc1cc(C(=O)Nc2ccc(Cl)c(C(=O)O)c2)no1,train
COc1ccc(CO[C@@H]2[C@H]3N=C(N(C)C(=O)OC(C)(C)C)S[C@H]3O[C@H](C(C)=O)[C@H]2OCc2ccc(OC)cc2)cc1.NC1CCCC1,COc1ccc(CO[C@H]2[C@H](OCc3ccc(OC)cc3)[C@H]3N=C(N(C)C(=O)OC(C)(C)C)S[C@H]3O[C@@H]2[C@H](C)NC2CCCC2)cc1,train
CC(C)(CSc1cnc(NC(=O)N(CCOCc2ccccc2Cl)[C@H]2CC[C@H](C)CC2)s1)C(=O)O,CC(C)(CSc1cnc(NC(=O)N(CCOCc2ccccc2)[C@H]2CC[C@H](C)CC2)s1)C(=O)O,train
C=CCNCC=C.COCOC(c1cc(CBr)ccc1I)(C(F)(F)F)C(F)(F)F,C=CCN(CC=C)Cc1ccc(I)c(C(OCOC)(C(F)(F)F)C(F)(F)F)c1,train
CC(C)(C)OC(=O)CC1(CC(=O)OC(C)(C)C)CC(c2cc(O)ccc2CCC(=O)O)=NO1.O=S1(=O)CCNCC1,CC(C)(C)OC(=O)CC1(CC(=O)OC(C)(C)C)CC(c2cc(O)ccc2CCC(=O)N2CCS(=O)(=O)CC2)=NO1,train
CC(C)(C)OC(=O)Nc1c(Br)ccc(C(F)(F)F)c1F,Nc1c(Br)ccc(C(F)(F)F)c1F,train
BrCCC1OCCO1.Clc1ncc2c(n1)N1CCOC[C@H]1CN2,Clc1ncc2c(n1)N1CCOC[C@H]1CN2CCC1OCCO1,train
CC(C)(C)OC(=O)C1CCN(CCN)CC1.O=[N+]([O-])c1ccccc1F,CC(C)(C)OC(=O)C1CCN(CCNc2ccccc2[N+](=O)[O-])CC1,train
COc1ccc2c(Cc3ccc(OCCN4CCCCC4)cc3)c(OS(=O)(=O)C(F)(F)F)ccc2c1.OB(O)c1ccccc1F,COc1ccc2c(Cc3ccc(OCCN4CCCCC4)cc3)c(-c3ccccc3F)ccc2c1,train
COc1cccc(SC2CN(C(C)(C)CCC(C(N)=O)(c3ccccc3)c3ccccc3)C2)c1,CC(C)(CCC(C(N)=O)(c1ccccc1)c1ccccc1)N1CC(Sc2cccc(O)c2)C1,train
COC(=O)c1ccc(Cl)c2nc(Nc3ncc(Cl)cc3Cl)n(CCCCO)c12,COC(=O)c1ccc(Cl)c2nc3n(c12)CCCCN3c1ncc(Cl)cc1Cl,train
CC(=O)c1cccc(Oc2ccc(Cl)cc2[N+](=O)[O-])c1,CC(O)c1cccc(Oc2ccc(Cl)cc2[N+](=O)[O-])c1,train
CS(=O)(=O)Cl.N[C@H](COC(F)F)C(=O)NCc1ccccc1,CS(=O)(=O)N[C@H](COC(F)F)C(=O)NCc1ccccc1,train
